AgentID,CallID,CustomerID,PickedUp,Duration,ProductSold,Agent_Name
0,8219,209,1,138,0,Michele Williams
0,8341,65,1,130,1,Michele Williams
0,4306,711,1,147,0,Michele Williams
0,1634,709,1,172,1,Michele Williams
0,9115,740,1,115,0,Michele Williams
0,9118,114,0,0,0,Michele Williams
0,7942,536,0,0,0,Michele Williams
0,6932,964,1,95,0,Michele Williams
0,8148,475,0,0,0,Michele Williams
0,6230,334,1,270,0,Michele Williams
0,7936,380,1,129,0,Michele Williams
0,4313,394,1,192,0,Michele Williams
0,8231,876,1,170,1,Michele Williams
0,3469,928,1,207,0,Michele Williams
0,8354,736,1,240,0,Michele Williams
0,393,539,1,210,0,Michele Williams
0,5049,707,0,0,0,Michele Williams
0,6051,979,1,120,1,Michele Williams
0,798,486,1,126,0,Michele Williams
0,8118,817,0,0,0,Michele Williams
0,2864,291,0,0,0,Michele Williams
0,2502,482,0,0,0,Michele Williams
0,1760,857,1,205,0,Michele Williams
0,8957,465,1,220,0,Michele Williams
0,8083,743,0,0,0,Michele Williams
0,3561,260,1,208,0,Michele Williams
0,7598,205,1,197,0,Michele Williams
0,4738,873,1,174,0,Michele Williams
0,3930,439,1,164,1,Michele Williams
0,7479,789,0,0,0,Michele Williams
0,3647,397,1,209,0,Michele Williams
0,2957,253,0,0,0,Michele Williams
0,934,925,1,114,0,Michele Williams
0,2027,71,1,226,0,Michele Williams
0,9473,543,1,141,1,Michele Williams
0,4702,354,0,0,0,Michele Williams
0,6152,86,1,245,1,Michele Williams
0,1264,103,0,0,0,Michele Williams
0,9026,721,1,95,0,Michele Williams
0,6556,290,1,111,0,Michele Williams
0,5072,189,0,0,0,Michele Williams
0,1430,698,0,0,0,Michele Williams
0,1063,727,0,0,0,Michele Williams
0,7534,407,1,235,1,Michele Williams
0,6197,15,0,0,0,Michele Williams
0,4511,598,0,0,0,Michele Williams
0,3216,696,1,114,0,Michele Williams
0,8955,16,0,0,0,Michele Williams
0,6040,647,0,0,0,Michele Williams
0,7904,504,1,206,0,Michele Williams
0,5834,282,0,0,0,Michele Williams
0,5082,169,1,161,1,Michele Williams
0,9121,388,1,135,0,Michele Williams
0,5837,788,1,166,0,Michele Williams
0,592,916,1,150,0,Michele Williams
0,6937,652,1,203,0,Michele Williams
0,9003,918,0,0,0,Michele Williams
0,9125,770,1,133,0,Michele Williams
0,9251,648,1,135,0,Michele Williams
0,6212,688,0,0,0,Michele Williams
0,5719,711,1,225,1,Michele Williams
0,6094,510,1,175,0,Michele Williams
0,1408,493,1,156,0,Michele Williams
0,1373,58,1,270,0,Michele Williams
0,8243,20,1,211,0,Michele Williams
0,9141,954,1,241,1,Michele Williams
0,3642,806,1,114,0,Michele Williams
0,4537,531,1,226,0,Michele Williams
0,9771,955,1,207,0,Michele Williams
0,8007,796,0,0,0,Michele Williams
0,7602,149,1,132,0,Michele Williams
0,9470,533,0,0,0,Michele Williams
0,9513,998,1,172,0,Michele Williams
0,731,827,0,0,0,Michele Williams
0,8778,202,1,126,0,Michele Williams
0,9023,480,1,189,1,Michele Williams
0,5820,517,1,172,0,Michele Williams
0,1793,250,1,167,1,Michele Williams
0,373,26,1,134,0,Michele Williams
0,1830,420,1,179,0,Michele Williams
0,4626,900,1,166,0,Michele Williams
0,7572,738,1,134,0,Michele Williams
0,1106,28,1,253,0,Michele Williams
0,6724,575,1,149,0,Michele Williams
0,4389,533,0,0,0,Michele Williams
0,8385,818,0,0,0,Michele Williams
0,950,645,0,0,0,Michele Williams
0,8026,807,1,85,0,Michele Williams
0,5832,570,1,282,0,Michele Williams
0,4393,136,0,0,0,Michele Williams
0,6607,461,0,0,0,Michele Williams
0,4639,992,1,272,0,Michele Williams
0,2816,434,0,0,0,Michele Williams
0,3547,456,1,190,0,Michele Williams
0,5368,778,1,199,0,Michele Williams
0,9538,188,0,0,0,Michele Williams
0,1727,429,1,168,0,Michele Williams
0,6617,777,0,0,0,Michele Williams
0,1729,243,0,0,0,Michele Williams
0,3308,532,1,150,1,Michele Williams
0,7710,885,0,0,0,Michele Williams
0,6863,211,1,229,0,Michele Williams
0,3758,456,1,220,0,Michele Williams
0,7350,539,1,206,0,Michele Williams
0,6868,833,1,172,0,Michele Williams
0,9766,489,1,146,1,Michele Williams
0,8812,298,0,0,0,Michele Williams
0,7318,763,1,247,0,Michele Williams
0,8208,188,0,0,0,Michele Williams
0,9137,817,1,231,0,Michele Williams
0,118,781,1,249,0,Michele Williams
0,1822,281,1,141,0,Michele Williams
0,8694,62,0,0,0,Michele Williams
0,284,60,1,237,0,Michele Williams
0,4296,318,1,166,0,Michele Williams
0,1259,811,1,288,1,Michele Williams
0,6594,37,1,180,0,Michele Williams
0,126,752,0,0,0,Michele Williams
0,659,506,1,103,1,Michele Williams
0,1628,940,1,156,0,Michele Williams
0,6640,617,0,0,0,Michele Williams
0,1510,38,1,177,0,Michele Williams
0,7369,32,1,128,1,Michele Williams
0,8462,829,1,54,0,Michele Williams
0,7614,181,1,92,0,Michele Williams
0,6480,829,0,0,0,Michele Williams
0,6605,405,0,0,0,Michele Williams
0,7698,104,0,0,0,Michele Williams
0,2488,268,0,0,0,Michele Williams
0,9077,617,1,152,0,Michele Williams
0,424,679,1,62,1,Michele Williams
0,1883,236,1,130,1,Michele Williams
0,5537,105,1,145,0,Michele Williams
0,8474,80,1,175,1,Michele Williams
0,1400,641,0,0,0,Michele Williams
0,5166,290,1,94,1,Michele Williams
0,3712,757,1,205,0,Michele Williams
0,7385,146,0,0,0,Michele Williams
0,1888,954,1,159,0,Michele Williams
0,919,631,0,0,0,Michele Williams
0,5803,72,1,204,1,Michele Williams
0,8481,943,1,164,0,Michele Williams
0,9590,962,1,125,1,Michele Williams
0,5174,260,1,186,0,Michele Williams
0,8242,253,1,217,1,Michele Williams
0,9809,901,0,0,0,Michele Williams
0,7882,168,0,0,0,Michele Williams
0,9176,277,1,226,0,Michele Williams
0,2792,332,1,170,0,Michele Williams
0,526,950,1,117,0,Michele Williams
0,7843,871,1,263,0,Michele Williams
0,3686,646,1,184,0,Michele Williams
0,3360,543,1,67,1,Michele Williams
0,447,722,1,210,1,Michele Williams
0,2998,119,1,200,1,Michele Williams
0,2636,733,1,205,1,Michele Williams
0,1543,538,1,280,0,Michele Williams
0,8944,80,0,0,0,Michele Williams
0,697,933,1,99,0,Michele Williams
0,9479,624,1,172,1,Michele Williams
0,7044,671,1,176,1,Michele Williams
0,4828,481,1,216,0,Michele Williams
0,5571,824,1,171,0,Michele Williams
0,2643,192,1,134,0,Michele Williams
0,1795,174,1,216,1,Michele Williams
0,6318,689,1,120,0,Michele Williams
0,1554,132,0,0,0,Michele Williams
0,6283,425,1,149,0,Michele Williams
0,1071,463,1,111,1,Michele Williams
0,2287,841,1,163,0,Michele Williams
0,8752,958,0,0,0,Michele Williams
0,3381,305,0,0,0,Michele Williams
0,5580,636,1,184,0,Michele Williams
0,8877,435,1,147,0,Michele Williams
0,4476,668,1,230,1,Michele Williams
0,469,144,1,170,0,Michele Williams
0,835,312,1,128,0,Michele Williams
0,1199,29,1,193,0,Michele Williams
0,5966,683,1,111,0,Michele Williams
0,3993,40,1,112,0,Michele Williams
0,475,111,1,82,0,Michele Williams
0,3271,693,1,151,0,Michele Williams
0,9886,853,0,0,0,Michele Williams
0,2542,478,1,206,1,Michele Williams
0,3516,520,1,190,1,Michele Williams
0,8487,231,0,0,0,Michele Williams
0,1210,766,1,197,1,Michele Williams
0,117,218,1,267,0,Michele Williams
0,645,760,1,150,0,Michele Williams
0,3605,943,0,0,0,Michele Williams
0,811,26,1,163,0,Michele Williams
0,8128,686,0,0,0,Michele Williams
0,852,53,1,171,0,Michele Williams
0,7198,871,1,271,1,Michele Williams
0,2794,263,1,168,1,Michele Williams
0,7684,131,1,192,0,Michele Williams
0,734,778,1,186,1,Michele Williams
0,1059,543,1,190,1,Michele Williams
0,9516,674,1,213,1,Michele Williams
0,857,631,1,169,1,Michele Williams
0,5231,130,0,0,0,Michele Williams
0,6599,67,0,0,0,Michele Williams
0,739,705,1,270,1,Michele Williams
0,2684,604,0,0,0,Michele Williams
0,7694,358,1,133,0,Michele Williams
0,6846,212,0,0,0,Michele Williams
0,3659,107,1,157,0,Michele Williams
0,3253,786,0,0,0,Michele Williams
0,9656,541,1,198,0,Michele Williams
0,3541,785,1,192,0,Michele Williams
0,8067,302,0,0,0,Michele Williams
0,8916,207,1,140,0,Michele Williams
0,3790,571,0,0,0,Michele Williams
0,5497,464,0,0,0,Michele Williams
0,8312,584,1,263,0,Michele Williams
0,4882,509,0,0,0,Michele Williams
0,7827,740,0,0,0,Michele Williams
0,9286,855,1,214,0,Michele Williams
0,1487,744,0,0,0,Michele Williams
0,2578,303,0,0,0,Michele Williams
0,517,642,1,129,1,Michele Williams
0,5632,98,1,112,0,Michele Williams
0,4160,365,1,147,0,Michele Williams
0,9293,901,0,0,0,Michele Williams
0,2217,776,1,126,0,Michele Williams
0,762,101,1,178,0,Michele Williams
0,401,196,0,0,0,Michele Williams
0,400,741,0,0,0,Michele Williams
0,2917,642,1,151,1,Michele Williams
0,7435,569,1,179,0,Michele Williams
0,3764,431,0,0,0,Michele Williams
0,4127,592,1,234,0,Michele Williams
0,8086,770,1,219,0,Michele Williams
0,9937,549,1,133,0,Michele Williams
0,3320,534,0,0,0,Michele Williams
0,9060,162,1,145,1,Michele Williams
0,2110,993,1,250,0,Michele Williams
0,8051,581,1,275,0,Michele Williams
0,4784,856,0,0,0,Michele Williams
0,3935,203,1,175,0,Michele Williams
0,7974,153,0,0,0,Michele Williams
0,6030,652,1,96,0,Michele Williams
0,2358,557,1,152,0,Michele Williams
0,1752,33,1,118,0,Michele Williams
0,8221,18,1,169,0,Michele Williams
0,8584,341,1,130,0,Michele Williams
0,3091,429,1,75,0,Michele Williams
0,3418,758,1,164,0,Michele Williams
0,3217,93,0,0,0,Michele Williams
0,2609,897,1,95,1,Michele Williams
0,7012,931,1,180,0,Michele Williams
0,4917,677,1,110,0,Michele Williams
0,547,61,0,0,0,Michele Williams
0,9325,929,1,237,0,Michele Williams
0,4192,799,1,189,0,Michele Williams
0,4436,972,0,0,0,Michele Williams
0,2735,913,0,0,0,Michele Williams
0,9330,391,0,0,0,Michele Williams
0,6047,840,0,0,0,Michele Williams
0,2375,983,1,115,0,Michele Williams
0,5172,592,1,128,0,Michele Williams
0,2255,197,1,218,0,Michele Williams
0,3472,201,1,144,0,Michele Williams
0,5294,470,1,181,0,Michele Williams
0,2015,424,1,165,0,Michele Williams
0,4204,184,0,0,0,Michele Williams
0,7513,738,1,139,0,Michele Williams
0,9595,192,1,261,1,Michele Williams
0,1251,144,0,0,0,Michele Williams
0,280,433,1,247,0,Michele Williams
0,158,633,1,150,0,Michele Williams
0,6505,872,1,60,0,Michele Williams
0,7157,42,0,0,0,Michele Williams
0,2024,723,1,165,1,Michele Williams
0,8981,164,1,233,0,Michele Williams
0,2390,954,1,162,0,Michele Williams
0,1662,826,0,0,0,Michele Williams
0,2028,150,1,224,1,Michele Williams
0,5309,705,1,117,0,Michele Williams
0,1788,900,1,167,0,Michele Williams
0,2518,669,0,0,0,Michele Williams
0,5698,846,1,130,0,Michele Williams
0,7895,795,1,181,0,Michele Williams
0,5697,906,1,208,0,Michele Williams
0,2763,148,1,177,0,Michele Williams
0,1671,287,0,0,0,Michele Williams
0,6075,451,1,135,0,Michele Williams
0,9741,205,1,175,0,Michele Williams
0,5319,893,1,200,0,Michele Williams
0,9488,874,1,270,1,Michele Williams
0,7538,884,1,142,1,Michele Williams
0,3137,474,1,149,0,Michele Williams
0,3866,653,0,0,0,Michele Williams
0,5324,707,1,175,0,Michele Williams
0,6083,915,1,244,0,Michele Williams
0,8634,959,0,0,0,Michele Williams
0,6448,655,0,0,0,Michele Williams
0,9757,633,0,0,0,Michele Williams
0,6451,800,1,191,0,Michele Williams
0,3631,958,1,181,0,Michele Williams
0,955,103,1,233,0,Michele Williams
0,9005,781,1,292,0,Michele Williams
0,3511,405,0,0,0,Michele Williams
0,8279,154,0,0,0,Michele Williams
0,2783,250,1,126,0,Michele Williams
0,2299,165,0,0,0,Michele Williams
0,5339,505,0,0,0,Michele Williams
0,6096,656,1,136,0,Michele Williams
0,3761,83,1,207,1,Michele Williams
0,9507,562,1,172,1,Michele Williams
0,446,930,1,119,1,Michele Williams
0,199,120,1,206,1,Michele Williams
0,6463,600,1,200,0,Michele Williams
0,608,494,0,0,0,Michele Williams
0,8410,179,0,0,0,Michele Williams
0,3280,308,1,220,1,Michele Williams
0,1580,215,1,244,0,Michele Williams
0,1582,407,1,177,1,Michele Williams
0,3039,559,0,0,0,Michele Williams
0,1261,667,1,179,1,Michele Williams
0,5480,489,1,177,0,Michele Williams
0,2073,436,1,146,0,Michele Williams
0,3166,722,0,0,0,Michele Williams
0,9027,302,1,102,1,Michele Williams
0,2197,941,1,207,0,Michele Williams
0,5236,748,1,179,0,Michele Williams
0,8909,149,1,198,1,Michele Williams
0,4144,476,1,185,1,Michele Williams
0,3658,620,1,163,0,Michele Williams
0,624,771,1,253,0,Michele Williams
0,2810,783,1,162,0,Michele Williams
0,8307,681,1,163,0,Michele Williams
0,8672,104,1,119,0,Michele Williams
0,992,342,1,215,1,Michele Williams
0,8556,562,1,172,1,Michele Williams
0,6733,619,1,84,0,Michele Williams
0,3545,296,1,198,0,Michele Williams
0,6489,233,1,106,0,Michele Williams
0,7949,527,0,0,0,Michele Williams
0,6496,10,1,264,0,Michele Williams
0,6859,836,1,223,0,Michele Williams
0,2093,457,1,222,1,Michele Williams
0,2821,283,1,111,0,Michele Williams
0,6862,428,1,171,1,Michele Williams
0,9291,49,0,0,0,Michele Williams
0,9170,575,1,157,0,Michele Williams
0,3069,769,1,166,0,Michele Williams
0,6867,600,0,0,0,Michele Williams
0,5136,242,1,193,0,Michele Williams
0,5381,854,1,238,1,Michele Williams
0,7922,389,1,181,1,Michele Williams
0,9770,590,1,169,0,Michele Williams
0,2224,482,1,191,0,Michele Williams
0,4533,301,0,0,0,Michele Williams
0,5019,597,1,185,0,Michele Williams
0,5771,206,0,0,0,Michele Williams
0,1742,329,1,116,1,Michele Williams
0,5519,218,0,0,0,Michele Williams
0,4904,544,1,185,0,Michele Williams
0,5067,144,1,121,1,Michele Williams
0,7487,80,1,101,0,Michele Williams
0,5652,883,1,145,0,Michele Williams
0,1749,199,0,0,0,Michele Williams
0,9437,985,1,210,0,Michele Williams
0,7004,499,1,152,0,Michele Williams
0,1023,52,1,139,0,Michele Williams
0,8707,165,1,259,0,Michele Williams
0,3456,506,1,155,0,Michele Williams
0,1271,173,0,0,0,Michele Williams
0,4309,672,1,119,1,Michele Williams
0,4916,17,1,152,0,Michele Williams
0,6403,785,1,192,1,Michele Williams
0,9446,153,0,0,0,Michele Williams
0,9447,974,1,184,1,Michele Williams
0,9835,458,0,0,0,Michele Williams
0,2490,778,1,183,0,Michele Williams
0,5286,779,1,191,1,Michele Williams
0,2856,199,0,0,0,Michele Williams
0,3222,367,1,246,1,Michele Williams
0,2496,975,0,0,0,Michele Williams
0,5799,806,1,306,0,Michele Williams
0,918,471,1,143,0,Michele Williams
0,188,295,0,0,0,Michele Williams
0,2134,182,0,0,0,Michele Williams
0,5422,12,1,137,0,Michele Williams
0,5052,737,1,120,0,Michele Williams
0,8846,1000,1,160,1,Michele Williams
0,6053,442,0,0,0,Michele Williams
0,2746,548,1,220,0,Michele Williams
0,3480,337,0,0,0,Michele Williams
0,765,650,1,186,0,Michele Williams
0,2102,981,0,0,0,Michele Williams
0,8492,454,1,182,1,Michele Williams
0,8371,53,1,192,1,Michele Williams
0,5431,771,0,0,0,Michele Williams
0,324,780,1,214,0,Michele Williams
0,1054,660,1,123,1,Michele Williams
0,5065,690,1,160,0,Michele Williams
0,2149,264,0,0,0,Michele Williams
0,489,731,1,142,1,Michele Williams
0,6069,751,1,160,1,Michele Williams
0,6554,334,1,214,0,Michele Williams
0,8378,733,1,135,0,Michele Williams
0,1060,353,1,136,0,Michele Williams
0,8015,131,1,182,0,Michele Williams
0,9864,23,1,231,1,Michele Williams
0,9231,578,1,165,0,Michele Williams
0,4710,502,0,0,0,Michele Williams
0,1068,922,0,0,0,Michele Williams
0,2160,3,1,230,0,Michele Williams
0,217,912,1,196,1,Michele Williams
0,7657,153,1,301,1,Michele Williams
0,9487,107,1,231,1,Michele Williams
0,8875,187,1,174,0,Michele Williams
0,3988,687,1,153,0,Michele Williams
0,1801,339,0,0,0,Michele Williams
0,2896,239,1,205,0,Michele Williams
0,8393,309,1,137,0,Michele Williams
0,2539,74,1,170,0,Michele Williams
0,5085,943,0,0,0,Michele Williams
0,4114,439,0,0,0,Michele Williams
0,8076,556,1,156,0,Michele Williams
0,6698,67,0,0,0,Michele Williams
0,4482,867,0,0,0,Michele Williams
0,3270,347,1,192,0,Michele Williams
0,2906,300,1,148,1,Michele Williams
0,6214,37,1,179,0,Michele Williams
0,5849,770,1,158,1,Michele Williams
0,5466,940,0,0,0,Michele Williams
0,7555,207,1,168,1,Michele Williams
0,1575,261,0,0,0,Michele Williams
0,7520,372,0,0,0,Michele Williams
0,8285,116,1,105,1,Michele Williams
0,9767,582,1,140,0,Michele Williams
0,4857,325,1,240,0,Michele Williams
0,9260,903,1,222,0,Michele Williams
0,1701,513,1,166,1,Michele Williams
0,7925,785,1,222,0,Michele Williams
0,2188,531,1,128,1,Michele Williams
0,4660,740,1,208,1,Michele Williams
0,7728,104,0,0,0,Michele Williams
0,3285,572,1,213,0,Michele Williams
0,5481,478,1,232,0,Michele Williams
0,1101,15,0,0,0,Michele Williams
0,2195,831,1,119,0,Michele Williams
0,983,29,1,98,1,Michele Williams
0,7937,149,1,158,0,Michele Williams
0,9906,529,1,206,0,Michele Williams
0,7209,275,1,119,0,Michele Williams
0,2321,660,1,176,0,Michele Williams
0,2201,470,0,0,0,Michele Williams
0,8183,458,1,179,0,Michele Williams
0,4996,235,1,159,0,Michele Williams
0,1478,166,1,157,0,Michele Williams
0,1476,468,1,238,0,Michele Williams
0,8674,793,1,198,0,Michele Williams
0,4273,511,0,0,0,Michele Williams
0,9917,663,1,204,0,Michele Williams
0,388,254,1,76,0,Michele Williams
0,20,828,1,174,0,Michele Williams
0,4277,480,1,189,1,Michele Williams
0,3467,8,1,187,0,Michele Williams
0,7708,140,1,175,0,Michele Williams
0,5885,24,1,244,0,Michele Williams
0,5007,906,1,226,1,Michele Williams
0,6497,223,0,0,0,Michele Williams
0,1972,471,0,0,0,Michele Williams
0,5508,108,1,259,0,Michele Williams
0,6621,507,1,261,0,Michele Williams
0,9294,736,0,0,0,Michele Williams
0,6988,828,0,0,0,Michele Williams
0,362,995,0,0,0,Michele Williams
0,5897,5,1,202,0,Michele Williams
0,1981,240,0,0,0,Michele Williams
0,4654,577,0,0,0,Michele Williams
0,8449,591,1,197,0,Michele Williams
0,769,738,1,184,0,Michele Williams
0,8088,430,1,127,0,Michele Williams
0,6144,766,1,164,0,Michele Williams
0,2271,47,0,0,0,Michele Williams
0,8252,430,1,247,1,Michele Williams
0,7364,63,0,0,0,Michele Williams
0,9820,378,1,186,0,Michele Williams
0,6638,576,0,0,0,Michele Williams
0,4422,143,1,230,0,Michele Williams
0,5653,879,1,159,0,Michele Williams
0,4424,577,1,173,1,Michele Williams
0,6517,116,1,177,1,Michele Williams
0,1753,108,1,258,0,Michele Williams
0,6035,296,1,230,0,Michele Williams
0,3942,819,1,157,0,Michele Williams
0,7254,620,1,162,0,Michele Williams
0,5038,43,0,0,0,Michele Williams
0,2973,512,1,191,0,Michele Williams
0,4069,400,1,279,0,Michele Williams
0,4433,271,1,151,0,Michele Williams
0,1517,758,1,177,1,Michele Williams
0,5163,164,1,144,1,Michele Williams
0,1155,19,1,77,1,Michele Williams
0,6651,765,0,0,0,Michele Williams
0,5925,113,1,180,1,Michele Williams
0,6086,971,0,0,0,Michele Williams
0,6654,575,1,279,0,Michele Williams
0,7022,78,1,200,0,Michele Williams
0,5928,90,1,60,0,Michele Williams
0,5547,718,1,152,0,Michele Williams
0,5930,786,0,0,0,Michele Williams
0,7631,873,0,0,0,Michele Williams
0,2945,709,0,0,0,Michele Williams
0,6665,923,1,123,0,Michele Williams
0,1532,628,1,212,0,Michele Williams
